word	phones	count
remar	remaR	67
remarca	remaRka	2
remarcable	remaRkaBle	7
remarcando	remaRkando	2
remarcar	remaRkaR	16
remarcarte	remaRkaRte	3
remarcó	remaRko	3
remaré	remaRe	2
remaremos	remaRemos	3
remaron	remaRon	2
remarquemos	remaRkemos	2
remas	remas	2
remata	remata	5
rematada	remataDa	2
rematadla	rematadla	2
rematados	remataDos	2
rematamos	rematamos	5
rematando	rematando	3
rematar	remataR	14
remataré	remataRe	3
remataremos	remataRemos	2
rematarla	remataRla	4
rematarlo	remataRlo	4
remataron	remataRon	2
rematas	rematas	2
remate	remate	190
rematé	remate	4
rematen	rematen	2
remates	remates	9
remato	remato	5
remató	remato	3
reme	reme	6
remé	reme	2
remediar	remeDjaR	43
remediará	remeDjaRa	5
remediaré	remeDjaRe	4
remediarlo	remeDjaRlo	40
remedio	remeDjo	584
remedios	remeDjos	85
remembranza	remembRansa	15
remembranzas	remembRansas	2
rememorando	rememoRando	7
rememorar	rememoRaR	12
rememoro	rememoRo	2
remen	remen	38
remendado	remendaDo	2
remendados	remendaDos	3
remendar	remendaR	10
remendara	remendaRa	2
remendaste	remendaste	2
remendó	remendo	2
remera	remeRa	88
remeras	remeRas	28
remero	remeRo	2
remeros	remeRos	4
remesa	remesa	16
remezclada	remesklaDa	2
remienda	remjenda	2
remiende	remjende	2
remiendo	remjendo	7
remiendos	remjendos	5
remilgada	remilGaDa	12
remilgadas	remilGaDas	2
remilgado	remilGaDo	12
remilgados	remilGaDos	5
reminiscencia	reminisensja	2
reminiscencias	reminisensjas	5
remisión	remisjon	51
remisiones	remisjones	3
remitan	remitan	2
remite	remite	22
remiten	remiten	4
remitente	remitente	74
remitentes	remitentes	3
remítete	remitete	2
remitida	remitiDa	2
remitido	remitiDo	7
remitiendo	remitjendo	4
remitieron	remitjeRon	4
remitimos	remitimos	2
remitió	remitjo	6
remitir	remitiR	7
remitiré	remitiRe	4
remitiremos	remitiRemos	3
remitirlo	remitiRlo	2
remito	remito	13
remo	remo	79
remoción	remosjon	20
remodela	remoDela	3
remodelación	remoDelasjon	48
remodelaciones	remoDelasjones	15
remodelada	remoDelaDa	5
remodelado	remoDelaDo	12
remodelando	remoDelando	32
remodelar	remoDelaR	34
remodelaremos	remoDelaRemos	3
remodelaron	remoDelaRon	8
remodelé	remoDele	3
remodeló	remoDelo	3
remoja	remoxa	3
remojado	remoxaDo	7
remójalo	remoxalo	5
remojan	remoxan	2
remojando	remoxando	4
remojándose	remoxandose	2
remojar	remoxaR	13
remojarlo	remoxaRlo	3
remojas	remoxas	2
remojo	remoxo	12
remojón	remoxon	6
remolacha	remolaCa	50
remolachas	remolaCas	53
remolca	remolka	3
remolcaba	remolkaBa	3
remolcado	remolkaDo	34
remolcador	remolkaDoR	20
remolcadores	remolkaDoRes	2
remolcados	remolkaDos	6
remolcamos	remolkamos	2
remolcan	remolkan	2
remolcando	remolkando	12
remolcar	remolkaR	27
remolcará	remolkaRa	4
remolcarán	remolkaRan	2
remolcaremos	remolkaRemos	2
remolcarlo	remolkaRlo	14
remolcarlos	remolkaRlos	2
remolcarnos	remolkaRnos	3
remolcaron	remolkaRon	9
remolcarte	remolkaRte	4
remolcaste	remolkaste	4
remolcó	remolko	2
remolino	remolino	50
remolinos	remolinos	20
remolona	remolona	3
remoloneando	remoloneando	2
remolque	remolke	342
remolqué	remolke	2
remolquen	remolken	6
remolques	remolkes	58
remonta	remonta	73
remontaba	remontaBa	5
remontaban	remontaBan	4
remontada	remontaDa	4
remontado	remontaDo	4
remontamos	remontamos	3
remontan	remontan	34
remontando	remontando	4
remontar	remontaR	18
remontarme	remontaRme	4
remontarnos	remontaRnos	6
remontarse	remontaRse	5
remonte	remonte	5
remontémonos	remontemonos	2
remontes	remontes	2
rémora	remoRa	5
rémoras	remoRas	7
remordimiento	remoRDimjento	163
remordimientos	remoRDimjentos	113
remos	remos	73
remota	remota	173
remotamente	remotamente	165
remotas	remotas	25
remoto	remoto	476
remotos	remotos	51
removamos	remoBamos	2
removedor	remoBeDoR	8
removemos	remoBemos	9
remover	remoBeR	105
removerá	remoBeRa	5
removerán	remoBeRan	3
removeré	remoBeRe	2
removeremos	remoBeRemos	2
removerla	remoBeRla	4
removerle	remoBeRle	3
removerlo	remoBeRlo	19
removerme	remoBeRme	3
removerse	remoBeRse	3
removerte	remoBeRte	3
removí	remoBi	3
removía	remoBia	2
removible	remoBiBle	7
removibles	remoBiBles	2
removida	remoBiDa	21
removidas	remoBiDas	7
removido	remoBiDo	51
removidos	remoBiDos	14
removiendo	remoBjendo	13
removiera	remoBjeRa	2
removieron	remoBjeRon	21
removimos	remoBimos	2
removió	remoBjo	12
removiste	remoBiste	5
remplazados	remplasaDos	2
remplazar	remplasaR	14
remplazaría	remplasaRia	3
remplazarla	remplasaRla	4
remplazarlo	remplasaRlo	3
remplazarme	remplasaRme	2
remplazó	remplaso	2
remueva	remweBa	16
remuévalo	remweBalo	3
remuevan	remweBan	6
remuévanlo	remweBanlo	2
remuevas	remweBas	3
remueve	remweBe	21
remuévelo	remweBelo	5
remueven	remweBen	6
remueves	remweBes	7
remuevo	remweBo	2
remuneración	remuneRasjon	23
remunerada	remuneRaDa	6
remunerado	remuneRaDo	15
remunerados	remuneRaDos	2
remuneraron	remuneRaRon	3
renace	renase	10
renacemos	renasemos	2
renacen	renasen	2
renacentista	renasentista	22
renacentistas	renasentistas	7
renacer	renaseR	57
renacerá	renaseRa	6
renacerás	renaseRas	2
renaceré	renaseRe	2
renací	renasi	5
renacida	renasiDa	9
renacidas	renasiDas	3
renacido	renasiDo	25
renacidos	renasiDos	6
renaciendo	renasjendo	6
renaciera	renasjeRa	2
renacieran	renasjeRan	3
renacimiento	renasimjento	121
renació	renasjo	12
renaciste	renasiste	5
renacuaja	renakwaxa	2
renacuajo	renakwaxo	44
renacuajos	renakwaxos	13
renal	renal	144
renales	renales	45
renata	renata	67
renato	renato	8
renazca	renaska	8
rencor	reNkoR	294
rencores	reNkoRes	57
rencorosa	reNkoRosa	17
rencorosas	reNkoRosas	2
rencoroso	reNkoRoso	15
rencorosos	reNkoRosos	6
rendí	rendi	55
rendía	rendia	18
rendían	rendian	6
rendición	rendisjon	126
rendida	rendiDa	6
rendido	rendiDo	121
rendidos	rendiDos	2
rendija	rendixa	12
rendijas	rendixas	2
rendimiento	rendimjento	121
rendimientos	rendimjentos	6
rendimos	rendimos	75
rendir	rendiR	166
rendirá	rendiRa	37
rendirán	rendiRan	24
rendirás	rendiRas	17
rendiré	rendiRe	55
rendiremos	rendiRemos	29
rendiría	rendiRia	14
rendirían	rendiRian	2
rendirías	rendiRias	6
rendirle	rendiRle	24
rendirles	rendiRles	2
rendirlo	rendiRlo	2
rendirme	rendiRme	96
rendirnos	rendiRnos	80
rendirse	rendiRse	190
rendirte	rendiRte	124
rendiste	rendiste	32
rené	rene	214
renegada	reneGaDa	12
renegado	reneGaDo	47
renegados	reneGaDos	42
renegando	reneGando	6
renegar	reneGaR	29
renegará	reneGaRa	3
renegaré	reneGaRe	4
renegaron	reneGaRon	3
renegó	reneGo	5
renegociación	reneGosjasjon	4
renegociando	reneGosjando	3
renegociar	reneGosjaR	30
renegociemos	reneGosjemos	2
renegoció	reneGosjo	2
renglón	reNglon	18
renglones	reNglones	7
reniega	renjeGa	6
reniegas	renjeGas	5
reniego	renjeGo	5
reniegue	renjeGe	2
reno	reno	372
renoir	renojR	22
renombrada	renombRaDa	5
renombrado	renombRaDo	23
renombrados	renombRaDos	3
renombre	renombRe	28
renos	renos	97
renovable	renoBaBle	21
renovables	renoBaBles	9
renovación	renoBasjon	90
renovaciones	renoBasjones	34
renovada	renoBaDa	33
renovado	renoBaDo	36
renovador	renoBaDoR	4
renovadores	renoBaDoRes	2
renovados	renoBaDos	4
renovamos	renoBamos	6
renovando	renoBando	41
renovar	renoBaR	113
renovará	renoBaRa	4
renovarán	renoBaRan	5
renovaré	renoBaRe	2
renovaremos	renoBaRemos	6
renovarla	renoBaRla	5
renovarlas	renoBaRlas	2
renovarlo	renoBaRlo	7
renovarlos	renoBaRlos	2
renovarme	renoBaRme	2
renovarnos	renoBaRnos	3
renovaron	renoBaRon	10
renovarse	renoBaRse	4
renovarte	renoBaRte	3
renové	renoBe	7
renovemos	renoBemos	6
renovó	renoBo	12
renta	renta	474
rentabilidad	rentaBiliDad	9
rentabilizar	rentaBilisaR	2
rentable	rentaBle	55
rentables	rentaBles	13
rentada	rentaDa	13
rentado	rentaDo	40
rentados	rentaDos	3
rentamos	rentamos	29
rentando	rentando	10
rentar	rentaR	99
rentara	rentaRa	2
rentarán	rentaRan	2
rentaré	rentaRe	12
rentaremos	rentaRemos	7
rentarla	rentaRla	3
rentarlas	rentaRlas	2
rentarle	rentaRle	2
rentarlo	rentaRlo	3
rentaron	rentaRon	6
rentas	rentas	28
rentaste	rentaste	13
rente	rente	12
renté	rente	26
rentemos	rentemos	2
renteria	renteRja	10
rento	rento	11
rentó	rento	25
renueva	renweBa	11
renuevan	renweBan	8
renuevas	renweBas	4
renueve	renweBe	11
renueven	renweBen	5
renuevo	renweBo	6
renuncia	renunsja	444
renunciaba	renunsjaBa	20
renunciado	renunsjaDo	137
renunciamos	renunsjamos	39
renuncian	renunsjan	39
renunciando	renunsjando	71
renunciar	renunsjaR	917
renunciara	renunsjaRa	31
renunciará	renunsjaRa	27
renunciáramos	renunsjaRamos	2
renunciarán	renunsjaRan	4
renunciaras	renunsjaRas	6
renunciarás	renunsjaRas	22
renunciaré	renunsjaRe	90
renunciaremos	renunsjaRemos	8
renunciaría	renunsjaRia	39
renunciarían	renunsjaRian	4
renunciarías	renunsjaRias	19
renunciaron	renunsjaRon	30
renuncias	renunsjas	106
renunciaste	renunsjaste	128
renuncie	renunsje	100
renuncié	renunsje	284
renunciemos	renunsjemos	13
renuncien	renunsjen	21
renuncies	renunsjes	78
renuncio	renunsjo	381
renunció	renunsjo	307
reñida	reYiDa	10
reñidas	reYiDas	4
reñido	reYiDo	24
reñidos	reYiDos	5
reñimos	reYimos	5
reñir	reYiR	6
reo	reo	79
reojo	reoxo	24
reordena	reoRDena	8
reordenando	reoRDenando	2
reordenar	reoRDenaR	11
reorganicé	reoRGanise	2
reorganiza	reoRGanisa	4
reorganización	reoRGanisasjon	11
reorganizado	reoRGanisaDo	3
reorganizamos	reoRGanisamos	2
reorganizan	reoRGanisan	2
reorganizando	reoRGanisando	9
reorganizar	reoRGanisaR	30
reorganizara	reoRGanisaRa	2
reorganizarlo	reoRGanisaRlo	3
reorganizarnos	reoRGanisaRnos	3
reorganizaron	reoRGanisaRon	2
reorganizó	reoRGaniso	3
reorientación	reoRjentasjon	3
reos	reos	52
repámpanos	repampanos	11
repara	repaRa	44
reparaba	repaRaBa	7
reparable	repaRaBle	6
reparación	repaRasjon	115
reparaciones	repaRasjones	123
reparada	repaRaDa	24
reparadas	repaRaDas	6
reparado	repaRaDo	55
reparador	repaRaDoR	46
reparadora	repaRaDoRa	6
reparadores	repaRaDoRes	7
reparados	repaRaDos	5
repáralo	repaRalo	5
reparamos	repaRamos	20
reparan	repaRan	18
reparando	repaRando	56
reparándolo	repaRandolo	4
reparar	repaRaR	481
reparara	repaRaRa	7
reparará	repaRaRa	11
repararan	repaRaRan	5
repararán	repaRaRan	5
repararás	repaRaRas	2
repararé	repaRaRe	18
repararemos	repaRaRemos	11
repararla	repaRaRla	37
repararlas	repaRaRlas	8
repararlo	repaRaRlo	91
repararlos	repaRaRlos	9
repararme	repaRaRme	4
repararnos	repaRaRnos	3
repararon	repaRaRon	9
repararse	repaRaRse	13
reparas	repaRas	8
reparase	repaRase	2
reparaste	repaRaste	18
repare	repaRe	31
reparé	repaRe	20
reparemos	repaRemos	5
reparen	repaRen	17
repares	repaRes	6
reparo	repaRo	33
reparó	repaRo	29
reparos	repaRos	21
reparta	repaRta	12
repartamos	repaRtamos	2
repartan	repaRtan	13
repártanlas	repaRtanlas	3
repártanlos	repaRtanlos	2
repártanme	repaRtanme	2
repártanse	repaRtanse	2
repartas	repaRtas	4
reparte	repaRte	107
repártelas	repaRtelas	7
repártelo	repaRtelo	2
repártelos	repaRtelos	6
reparten	repaRten	26
repartes	repaRtes	30
repartí	repaRti	12
repartía	repaRtia	20
repartían	repaRtian	9
repartías	repaRtias	2
repartición	repaRtisjon	9
repartida	repaRtiDa	3
repartidas	repaRtiDas	9
repartido	repaRtiDo	20
repartidor	repaRtiDoR	173
repartidora	repaRtiDoRa	14
repartidores	repaRtiDoRes	24
repartidos	repaRtiDos	7
repartiendo	repaRtjendo	72
repartiera	repaRtjeRa	5
repartieron	repaRtjeRon	13
repartimos	repaRtimos	37
repartió	repaRtjo	13
repartir	repaRtiR	186
repartirá	repaRtiRa	2
repartirás	repaRtiRas	2
repartiré	repaRtiRe	6
repartiremos	repaRtiRemos	25
repartiría	repaRtiRia	3
repartirla	repaRtiRla	2
repartirlas	repaRtiRlas	7
repartirles	repaRtiRles	2
repartirlo	repaRtiRlo	13
repartirlos	repaRtiRlos	5
repartirnos	repaRtiRnos	11
repartírnoslas	repaRtiRnoslas	2
repartirse	repaRtiRse	3
reparto	repaRto	239
repartos	repaRtos	11
repasa	repasa	18
repasaba	repasaBa	7
repasábamos	repasaBamos	3
repasaban	repasaBan	2
repasado	repasaDo	40
repasamos	repasamos	24
repasando	repasando	73
repasar	repasaR	161
repasaré	repasaRe	8
repasaremos	repasaRemos	29
repasaría	repasaRia	3
repasarías	repasaRias	3
repasarla	repasaRla	5
repasarle	repasaRle	2
repasarlo	repasaRlo	31
repasaron	repasaRon	2
repasas	repasas	2
repasaste	repasaste	4
repase	repase	10
repasé	repase	17
repasemos	repasemos	85
repasémoslo	repasemoslo	13
repasen	repasen	3
repases	repases	2
repasito	repasito	3
repaso	repaso	55
repasó	repaso	3
repatriar	repatRiaR	6
repela	repela	2
repelan	repelan	2
repele	repele	10
repelemos	repelemos	2
repelen	repelen	7
repelente	repelente	50
repelentes	repelentes	6
repeler	repeleR	25
repelerlo	repeleRlo	4
repelerlos	repeleRlos	3
repelerte	repeleRte	2
repelido	repeliDo	4
repelidos	repeliDos	3
repeliendo	repeljendo	2
repeliéndole	repeljendole	2
repelo	repelo	4
repensar	repensaR	15
repente	repente	2049
repentina	repentina	103
repentinamente	repentinamente	201
repentinas	repentinas	17
repentino	repentino	222
repentinos	repentinos	33
repercusión	repeRkusjon	17
repercusiones	repeRkusjones	104
repercute	repeRkute	8
repercutió	repeRkutjo	2
repercutirá	repeRkutiRa	4
repertorio	repeRtoRjo	51
repetí	repeti	21
repetía	repetia	56
repetíamos	repetiamos	4
repetían	repetian	10
repetías	repetias	9
repetible	repetiBle	3
repetición	repetisjon	108
repeticiones	repetisjones	56
repetida	repetiDa	19
repetidamente	repetiDamente	72
repetidas	repetiDas	38
repetido	repetiDo	48
repetidor	repetiDoR	17
repetidora	repetiDoRa	5
repetidoras	repetiDoRas	4
repetidores	repetiDoRes	2
repetidos	repetiDos	24
repetimos	repetimos	41
repetir	repetiR	459
repetirá	repetiRa	31
repetirán	repetiRan	9
repetirás	repetiRas	10
repetiré	repetiRe	79
repetiremos	repetiRemos	26
repetiría	repetiRia	9
repetiríamos	repetiRiamos	4
repetirías	repetiRias	4
repetirla	repetiRla	13
repetirlas	repetiRlas	5
repetirle	repetiRle	6
repetirles	repetiRles	2
repetirlo	repetiRlo	255
repetirlos	repetiRlos	5
repetirme	repetiRme	36
repetírmelo	repetiRmelo	11
repetirnos	repetiRnos	2
repetirse	repetiRse	41
repetírselo	repetiRselo	7
repetirte	repetiRte	4
repetírtelo	repetiRtelo	23
repetiste	repetiste	8
repetitiva	repetitiBa	7
repetitivas	repetitiBas	7
repetitivo	repetitiBo	23
repetitivos	repetitiBos	6
repintadas	repintaDas	2
repintado	repintaDo	8
repintar	repintaR	7
repintarlo	repintaRlo	2
repinté	repinte	2
repisa	repisa	67
repisas	repisas	9
repita	repita	211
repítalo	repitalo	25
repítame	repitame	8
repítamelo	repitamelo	2
repitamos	repitamos	16
repitámoslo	repitamoslo	4
repitan	repitan	59
repítanlo	repitanlo	6
repitas	repitas	42
repite	repite	382
repítela	repitela	3
repítelas	repitelas	2
repítelo	repitelo	94
repíteme	repiteme	54
repítemelo	repitemelo	12
repiten	repiten	36
repites	repites	78
repítete	repitete	2
repitiendo	repitjendo	95
repitiéndolo	repitjendolo	9
repitiéndome	repitjendome	2
repitiéndose	repitjendose	15
repitiéndote	repitjendote	5
repitiera	repitjeRa	5
repitieras	repitjeRas	3
repitieron	repitjeRon	7
repitió	repitjo	33
repito	repito	982
replantar	replantaR	5
replanteado	replanteaDo	5
replanteamiento	replanteamjento	2
replanteando	replanteando	5
replantear	replanteaR	7
replantearnos	replanteaRnos	2
replantearse	replanteaRse	6
replantearte	replanteaRte	9
replanteen	replanteen	2
replegamos	repleGamos	4
replegando	repleGando	4
replegar	repleGaR	2
replegarnos	repleGaRnos	3
replegaron	repleGaRon	3
replegarse	repleGaRse	11
repleta	repleta	65
repletas	repletas	14
repleto	repleto	127
repletos	repletos	23
replica	replika	17
réplica	replika	90
replicado	replikaDo	2
replicamos	replikamos	2
replican	replikan	2
replicando	replikando	3
replicante	replikante	42
replicantes	replikantes	182
replicar	replikaR	21
replicarse	replikaRse	14
replicas	replikas	3
réplicas	replikas	25
replicó	repliko	6
repliega	replieGa	2
repliegan	replieGan	3
repliégate	replieGate	3
repliegue	replieGe	4
replieguen	replieGen	7
repliéguense	replieGense	25
repliques	replikes	6
repoblación	repoBlasjon	4
repoblar	repoBlaR	10
repollo	repojo	70
repollos	repojos	6
repondrá	repondRa	31
repondrás	repondRas	9
repondré	repondRe	7
repone	repone	7
reponer	reponeR	42
reponerlas	reponeRlas	3
reponerlo	reponeRlo	4
reponerme	reponeRme	16
reponerse	reponeRse	20
reponerte	reponeRte	4
reponértelo	reponeRtelo	2
repones	repones	6
reponga	repoNga	19
repongas	repoNgas	6
repongo	repoNgo	6
reponiendo	reponjendo	11
reporta	repoRta	97
reportaba	repoRtaBa	2
reportaban	repoRtaBan	2
reportada	repoRtaDa	25
reportadas	repoRtaDas	14
reportado	repoRtaDo	100
reportados	repoRtaDos	18
reportaje	repoRtaxe	197
reportajes	repoRtaxes	33
repórtala	repoRtala	2
repórtalo	repoRtalo	12
repórtame	repoRtame	2
repórtamelo	repoRtamelo	2
reportamos	repoRtamos	26
reportan	repoRtan	51
reportando	repoRtando	93
reportándoles	repoRtandoles	3
reportándome	repoRtandome	12
reportándonos	repoRtandonos	3
reportándose	repoRtandose	44
reportar	repoRtaR	168
reportara	repoRtaRa	4
reportará	repoRtaRa	10
reportaran	repoRtaRan	5
reportarán	repoRtaRan	14
reportaras	repoRtaRas	3
reportarás	repoRtaRas	3
reportaré	repoRtaRe	34
reportaremos	repoRtaRemos	8
reportaría	repoRtaRia	6
reportarla	repoRtaRla	7
reportarle	repoRtaRle	2
reportarlo	repoRtaRlo	37
reportarlos	repoRtaRlos	5
reportarme	repoRtaRme	23
reportarnos	repoRtaRnos	4
reportaron	repoRtaRon	70
reportarse	repoRtaRse	40
reportárselo	repoRtaRselo	3
reportarte	repoRtaRte	17
reportas	repoRtas	19
reportaste	repoRtaste	27
repórtate	repoRtate	41
reporte	repoRte	775
reporté	repoRte	13
reportemos	repoRtemos	3
reporten	repoRten	25
repórtense	repoRtense	80
reportera	repoRteRa	231
reporteras	repoRteRas	2
reportero	repoRteRo	272
reporteros	repoRteRos	202
reportes	repoRtes	377
repórtese	repoRtese	70
reporto	repoRto	24
reportó	repoRto	123
reposa	reposa	12
reposacabezas	reposakaBesas	2
reposada	reposaDa	4
reposado	reposaDo	3
reposan	reposan	6
reposando	reposando	9
reposar	reposaR	41
reposará	reposaRa	3
repose	repose	2
reposición	reposisjon	15
reposicionado	reposisjonaDo	4
reposicionamiento	reposisjonamjento	6
reposicionan	reposisjonan	2
reposicionando	reposisjonando	4
reposicionar	reposisjonaR	5
reposicionarlo	reposisjonaRlo	3
reposiciones	reposisjones	13
reposo	reposo	140
repostado	repostaDo	2
repostaje	repostaxe	3
repostar	repostaR	6
repostera	reposteRa	5
repostería	reposteRia	23
repostero	reposteRo	5
reprendan	repRendan	2
reprendas	repRendas	4
reprende	repRende	3
reprender	repRendeR	11
reprenderemos	repRendeRemos	2
reprenderlo	repRendeRlo	5
reprenderme	repRendeRme	11
reprenderte	repRendeRte	4
reprendes	repRendes	2
reprendí	repRendi	3
reprendida	repRendiDa	3
reprendido	repRendiDo	10
reprendidos	repRendiDos	4
reprendiendo	repRendjendo	3
reprendimos	repRendimos	3
reprendió	repRendjo	8
represalia	repResalja	52
represalias	repResaljas	100
represas	repResas	10
representa	repResenta	661
representaba	repResentaBa	80
representábamos	repResentaBamos	2
representaban	repResentaBan	29
representabas	repResentaBas	3
representación	repResentasjon	230
representaciones	repResentasjones	31
representada	repResentaDa	19
representadas	repResentaDas	12
representado	repResentaDo	57
representados	repResentaDos	25
represéntame	repResentame	2
representamos	repResentamos	44
representan	repResentan	171
representando	repResentando	107
representándome	repResentandome	2
represéntanos	repResentanos	4
representante	repResentante	750
representantes	repResentantes	180
representar	repResentaR	228
representara	repResentaRa	13
representará	repResentaRa	39
representarán	repResentaRan	12
representaras	repResentaRas	5
representarás	repResentaRas	10
representaré	repResentaRe	25
representaremos	repResentaRemos	7
representaría	repResentaRia	16
representarían	repResentaRian	2
representarías	repResentaRias	3
representarla	repResentaRla	10
representarlas	repResentaRlas	2
representarles	repResentaRles	3
representarlo	repResentaRlo	13
representarlos	repResentaRlos	4
representarme	repResentaRme	19
representarnos	repResentaRnos	8
representaron	repResentaRon	11
representarse	repResentaRse	9
representarte	repResentaRte	13
representas	repResentas	75
representaste	repResentaste	10
representativa	repResentatiBa	10
representativas	repResentatiBas	2
representativo	repResentatiBo	7
representativos	repResentatiBos	5
represente	repResente	66
representé	repResente	17
representemos	repResentemos	3
representémoslo	repResentemoslo	2
representen	repResenten	17
representes	repResentes	9
represento	repResento	212
representó	repResento	42
represión	repResjon	63
represiva	repResiBa	2
represivas	repResiBas	4
represivo	repResiBo	8
reprima	repRima	7
repriman	repRiman	4
reprimas	repRimas	7
reprime	repRime	11
reprimen	repRimen	2
reprimenda	repRimenda	37
reprimendas	repRimendas	3
reprimes	repRimes	3
reprimí	repRimi	3
reprimía	repRimia	4
reprimida	repRimiDa	58
reprimidas	repRimiDas	11
reprimido	repRimiDo	51
reprimidos	repRimiDos	36
reprimiendo	repRimjendo	12
reprimiéndome	repRimjendome	2
reprimiera	repRimjeRa	2
reprimieron	repRimjeRon	2
reprimimos	repRimimos	2
reprimió	repRimjo	5
reprimir	repRimiR	31
reprimiré	repRimiRe	2
reprimirlo	repRimiRlo	3
reprimirlos	repRimiRlos	2
reprimirnos	repRimiRnos	3
reprimo	repRimo	3
reprobaba	repRoBaBa	3
reprobable	repRoBaBle	7
reprobación	repRoBasjon	3
reprobado	repRoBaDo	21
reprobamos	repRoBamos	3
reprobando	repRoBando	29
reprobar	repRoBaR	66
reprobara	repRoBaRa	4
reprobará	repRoBaRa	9
reprobarán	repRoBaRan	5
reprobaré	repRoBaRe	13
reprobarían	repRoBaRian	2
reprobarlo	repRoBaRlo	5
reprobarlos	repRoBaRlos	3
reprobarme	repRoBaRme	5
reprobaron	repRoBaRon	7
reprobarte	repRoBaRte	2
reprobaste	repRoBaste	28
reprobatoria	repRoBatoRja	2
reprobé	repRoBe	43
reprobó	repRoBo	32
reprocha	repRoCa	5
reprochable	repRoCaBle	6
reprochada	repRoCaDa	2
reprochado	repRoCaDo	4
reprochan	repRoCan	5
reprochando	repRoCando	6
reprochándome	repRoCandome	2
reprochar	repRoCaR	11
reprochará	repRoCaRa	2
reprocharás	repRoCaRas	3
reprocharía	repRoCaRia	2
reprocharle	repRoCaRle	2
reprochármelo	repRoCaRmelo	7
reprocharse	repRoCaRse	2
reprocharte	repRoCaRte	3
reprochas	repRoCas	11
reproche	repRoCe	19
reproché	repRoCe	3
reproches	repRoCes	34
reprocho	repRoCo	8
reprochó	repRoCo	5
reproducción	repRoDuksjon	110
reproducciones	repRoDuksjones	13
reproduce	repRoDuse	19
reprodúcelo	repRoDuselo	5
reproducen	repRoDusen	38
reproduces	repRoDuses	2
reproducía	repRoDusia	3
reproducían	repRoDusian	3
reproducida	repRoDusiDa	2
reproducidas	repRoDusiDas	2
reproducido	repRoDusiDo	7
reproduciendo	repRoDusjendo	15
reproduciéndose	repRoDusjendose	16
reproduciéndote	repRoDusjendote	2
reproducir	repRoDusiR	73
reproducirá	repRoDusiRa	2
reproducirla	repRoDusiRla	7
reproducirlo	repRoDusiRlo	9
reproducirme	repRoDusiRme	2
reproducirnos	repRoDusiRnos	2
reproducirse	repRoDusiRse	57
reproductiva	repRoDuktiBa	18
reproductivas	repRoDuktiBas	4
reproductivo	repRoDuktiBo	20
reproductivos	repRoDuktiBos	13
reproductor	repRoDuktoR	148
reproductora	repRoDuktoRa	5
reproductores	repRoDuktoRes	29
reproduje	repRoDuxe	3
reprodujera	repRoDuxeRa	2
reprodujeron	repRoDuxeRon	3
reprodujo	repRoDuxo	4
reproduzca	repRoDuska	10
reproduzcan	repRoDuskan	5
reproduzcas	repRoDuskas	3
reprograma	repRoGRama	8
reprogramación	repRoGRamasjon	10
reprogramada	repRoGRamaDa	7
reprogramado	repRoGRamaDo	19
reprogramados	repRoGRamaDos	5
reprográmala	repRoGRamala	2
reprográmalo	repRoGRamalo	2
reprogramamos	repRoGRamamos	5
reprogramando	repRoGRamando	10
reprogramar	repRoGRamaR	82
reprogramará	repRoGRamaRa	3
reprogramaré	repRoGRamaRe	7
reprogramaremos	repRoGRamaRemos	5
reprogramarla	repRoGRamaRla	13
reprogramarlo	repRoGRamaRlo	15
reprogramarlos	repRoGRamaRlos	2
reprogramas	repRoGRamas	3
reprogramaste	repRoGRamaste	3
reprograme	repRoGRame	6
reprogramé	repRoGRame	8
reprogramemos	repRoGRamemos	2
reprogrames	repRoGRames	2
reprogramó	repRoGRamo	2
reprueba	repRueBa	11
reprueban	repRueBan	6
repruebas	repRueBas	12
repruebe	repRueBe	5
repruebes	repRueBes	4
repruebo	repRueBo	17
repta	repta	5
reptando	reptando	3
reptar	reptaR	2
reptil	reptil	49
reptiles	reptiles	60
república	repuBlika	398
republicación	repuBlikasjon	2
republicana	repuBlikana	106
republicanas	repuBlikanas	9
republicano	repuBlikano	173
republicanos	repuBlikanos	128
repúblicas	repuBlikas	7
repudia	repuDja	6
repudiada	repuDjaDa	3
repudiadores	repuDjaDoRes	2
repudiando	repuDjando	3
repudiar	repuDjaR	7
repudiaron	repuDjaRon	2
repudie	repuDje	6
repudio	repuDjo	11
repudió	repuDjo	2
repuesta	repwesta	18
repuestas	repwestas	10
repuesto	repwesto	188
repuestos	repwestos	96
repugna	repugna	37
repugnaba	repugnaBa	4
repugnada	repugnaDa	2
repugnan	repugnan	4
repugnancia	repugnansja	32
repugnante	repugnante	513
repugnantes	repugnantes	60
repugnara	repugnaRa	2
repugnas	repugnas	16
repugne	repugne	2
repulsión	repulsjon	35
repulsiva	repulsiBa	36
repulsivas	repulsiBas	6
repulsivo	repulsiBo	87
repulsivos	repulsiBos	8
repuse	repuse	7
repusieron	repusjeRon	2
repuso	repuso	5
reputación	reputasjon	959
reputaciones	reputasjones	13
reputado	reputaDo	6
requemado	rekemaDo	2
requerí	rekeRi	2
requería	rekeRia	42
requerían	rekeRian	11
requerida	rekeRiDa	44
requeridas	rekeRiDas	11
requerido	rekeRiDo	51
requeridos	rekeRiDos	14
requerimiento	rekeRimjento	21
requerimientos	rekeRimjentos	37
requerimos	rekeRimos	22
requerir	rekeRiR	39
requerirá	rekeRiRa	46
requerirán	rekeRiRan	7
requeriré	rekeRiRe	3
